City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Sayyan,YE,15.1718,44.3244,68.13,40,85,5.59,overcast clouds
347,Ahipara,NZ,-35.1667,173.1667,58.35,96,100,14.81,overcast clouds
348,Dax,FR,43.75,-1.1667,85.66,75,100,3.44,overcast clouds
349,Yeppoon,AU,-23.1333,150.7333,42.58,57,0,5.66,clear sky
350,Dukat,RU,62.55,155.55,43.65,96,100,11.01,light rain
351,Kainantu,PG,-6.2887,145.8655,56.84,97,97,0.85,overcast clouds
352,Gamba,GA,-2.65,10.0,72.63,82,82,7.18,broken clouds
353,Dakar,SN,14.6937,-17.4441,81.48,77,100,13.4,overcast clouds
354,Maldonado,UY,-34.6667,-54.9167,70.99,63,11,2.66,few clouds
355,Nerchinskiy Zavod,RU,51.3088,119.61,39.15,91,12,3.2,few clouds
356,Maniitsoq,GL,65.4167,-52.9,42.01,96,100,14.41,light rain
357,Tacuarembo,UY,-31.7333,-55.9833,73.31,70,29,2.82,scattered clouds
358,Bandarbeyla,SO,9.4942,50.8122,75.94,82,0,30.29,clear sky
359,Hastings,GB,50.8552,0.5729,75.13,83,40,4.83,scattered clouds
360,Egvekinot,RU,66.3167,-179.1667,43.86,98,100,5.08,light rain
361,Littleton,US,39.6133,-105.0166,87.19,32,20,5.01,few clouds
362,Porto Velho,BR,-8.7619,-63.9039,95.05,29,8,3.44,smoke
363,Maicao,CO,11.3832,-72.2432,92.19,46,17,9.78,few clouds
364,Kodino,RU,63.7198,39.6447,56.35,91,47,6.49,scattered clouds
365,Three Hills,CA,51.7001,-113.2686,78.62,44,100,11.5,overcast clouds
366,Tarko-Sale,RU,64.9225,77.785,56.59,75,30,16.49,scattered clouds
367,Salmo,CA,49.1999,-117.2689,82.89,30,21,3.87,few clouds
368,Leshukonskoye,RU,64.8989,45.7622,49.01,73,100,4.16,overcast clouds
369,Nanortalik,GL,60.1432,-45.2371,43.95,90,58,1.9,broken clouds
370,Chuy,UY,-33.6971,-53.4616,63.93,80,89,3.83,overcast clouds
371,Cabra,ES,37.4725,-4.4421,79.59,49,1,8.75,clear sky
372,Puerto Leguizamo,CO,-0.1934,-74.7819,82.44,64,99,1.45,overcast clouds
373,Comodoro Rivadavia,AR,-45.8667,-67.5,57.06,28,100,32.21,overcast clouds
374,Caceres,ES,39.522,-6.3748,83.26,32,0,7.47,clear sky
375,Nacala,MZ,-14.5428,40.6728,73.96,73,99,9.24,light rain
376,Pyshchug,RU,58.8873,45.7134,65.1,64,4,3.11,clear sky
377,Takayama,JP,36.1333,137.25,70.63,99,86,2.77,overcast clouds
378,Lima,PE,-12.0432,-77.0282,69.91,66,100,11.5,overcast clouds
379,Great Yarmouth,GB,52.6083,1.7305,76.41,82,54,8.86,broken clouds
380,Idah,NG,7.1065,6.7342,73.76,92,100,1.57,overcast clouds
381,Kenai,US,60.5544,-151.2583,58.14,86,100,12.66,overcast clouds
382,Mildura,AU,-34.2,142.15,48.07,91,100,8.68,overcast clouds
383,Mecca,SA,21.4267,39.8261,88.59,61,30,11.27,light rain
384,Sao Filipe,CV,14.8961,-24.4956,78.22,79,53,7.09,broken clouds
385,Port Lincoln,AU,-34.7333,135.8667,53.11,87,100,6.87,overcast clouds
386,Sadovoye,RU,47.7764,44.5089,76.86,28,0,7.94,clear sky
387,Port Hedland,AU,-20.3167,118.5667,64.45,22,4,12.66,clear sky
388,Rosarito,MX,32.3333,-117.0333,87.64,75,29,8.9,scattered clouds
389,Mercedes,AR,-34.6515,-59.4307,80.04,41,6,5.01,clear sky
390,Olpad,IN,21.3333,72.75,79.16,86,82,12.91,broken clouds
391,Eidfjord,NO,60.4675,7.0719,65.19,83,100,6.4,light rain
392,Havoysund,NO,70.9963,24.6622,50.23,81,100,2.17,overcast clouds
393,Itarema,BR,-2.9248,-39.9167,80.78,71,38,16.46,scattered clouds
394,Abalak,RU,58.1286,68.5944,60.53,89,54,5.82,broken clouds
395,Alenquer,BR,-1.9417,-54.7383,90.5,48,80,4.07,broken clouds
396,Lebowakgomo,ZA,-24.2,29.5,52.7,51,0,5.39,clear sky
397,Quelimane,MZ,-17.8786,36.8883,69.75,88,0,2.3,clear sky
398,Strezhevoy,RU,60.7333,77.5889,59.54,87,13,8.32,few clouds
399,Kamenka,RU,51.3223,42.7678,75.97,34,98,9.48,overcast clouds
400,Port Augusta,AU,-32.5,137.7667,43.3,91,6,3.06,clear sky
401,Ewa Beach,US,21.3156,-158.0072,84.15,66,0,9.22,clear sky
402,Tupelo,US,34.2576,-88.7034,84.49,55,40,6.91,scattered clouds
403,Vitre,FR,48.1178,-1.2058,80.42,65,55,9.17,broken clouds
404,Bilma,NE,18.6853,12.9164,98.82,18,88,5.35,overcast clouds
405,Yemelyanovo,RU,56.1681,92.6767,52.61,100,0,2.24,clear sky
406,Manaquiri,BR,-3.3167,-60.35,90.09,43,77,1.43,broken clouds
407,Kushiro,JP,42.975,144.3747,58.37,86,55,10.22,broken clouds
408,Shimoda,JP,34.6667,138.95,73.11,89,82,11.43,broken clouds
409,Santa Cruz Cabralia,BR,-16.2781,-39.0247,75.43,78,40,6.91,scattered clouds
410,Severo-Yeniseyskiy,RU,60.3725,93.0408,46.35,99,43,5.01,scattered clouds
411,Truth Or Consequences,US,33.1284,-107.2528,84.9,42,75,5.75,broken clouds
412,Shaunavon,CA,49.6501,-108.4181,73.18,35,16,11.43,few clouds
413,Nanga Eboko,CM,4.6833,12.3667,68.7,98,100,3.27,moderate rain
414,Tacuati,PY,-23.45,-56.5833,89.64,30,46,4.47,scattered clouds
415,Preobrazheniye,RU,42.9019,133.9064,59.9,74,7,5.7,clear sky
416,Westport,US,41.1415,-73.3579,92.28,49,20,8.05,few clouds
417,Sanary-Sur-Mer,FR,43.1178,5.8001,78.75,76,0,1.99,clear sky
418,Mwinilunga,ZM,-11.7358,24.4293,66.15,37,12,4.83,few clouds
419,Guymon,US,36.6828,-101.4816,86.0,26,0,4.61,clear sky
420,Ercis,TR,39.0287,43.3586,68.88,27,6,8.37,clear sky
421,Neuquen,AR,-38.9516,-68.0591,57.09,30,0,6.91,clear sky
422,Trinidad,BO,-14.8333,-64.9,93.18,36,20,6.91,few clouds
423,Cajati,BR,-24.7361,-48.1228,69.94,78,71,3.42,broken clouds
424,Bulgan,MN,48.8125,103.5347,41.31,75,1,4.94,clear sky
425,Samarai,PG,-10.6167,150.6667,79.95,79,69,12.73,broken clouds
426,Aklavik,CA,68.2191,-135.0107,61.9,75,100,3.49,overcast clouds
427,Redlands,US,34.0556,-117.1825,101.1,37,40,6.91,scattered clouds
428,Balkhash,KZ,46.844,74.9804,64.85,37,31,20.98,scattered clouds
429,Mentor,US,41.6662,-81.3395,84.2,59,0,11.5,clear sky
430,Selenduma,RU,50.9131,106.2406,46.83,75,100,2.19,overcast clouds
431,Berbera,SO,10.4396,45.0143,91.99,38,2,13.53,clear sky
432,Broken Hill,AU,-31.95,141.4333,42.91,86,1,7.7,clear sky
433,Puerto Del Rosario,ES,28.5004,-13.8627,74.95,78,20,19.57,few clouds
434,Chihuahua,MX,28.5,-106.0,67.03,60,93,7.83,overcast clouds
435,Andros Town,BS,24.7,-77.7667,89.56,66,29,11.61,scattered clouds
436,Zunyi,CN,27.6867,106.9072,75.76,76,100,3.29,overcast clouds
437,Uige,AO,-7.6087,15.0613,71.58,76,86,2.66,overcast clouds
438,Tevaitoa,PF,-16.7833,-151.5,75.76,82,6,13.35,light rain
439,Ozernovskiy,RU,51.5,156.5167,52.2,98,100,18.95,light rain
440,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,87.6,66,40,3.44,scattered clouds
441,Plettenberg Bay,ZA,-34.0527,23.3716,65.52,56,0,2.71,clear sky
442,Sao Francisco Do Sul,BR,-26.2433,-48.6381,73.31,64,40,10.36,scattered clouds
443,Salym,RU,60.0625,71.4789,62.69,83,85,8.43,light rain
444,Port Hardy,CA,50.6996,-127.4199,60.98,88,75,5.75,mist
445,Iskateley,RU,67.6803,53.1512,48.72,87,58,12.68,broken clouds
446,Manaure,CO,11.7751,-72.4445,87.66,63,13,14.32,few clouds
447,Yola,NG,9.2,12.4833,73.22,94,20,9.06,few clouds
448,Fairbanks,US,64.8378,-147.7164,57.6,78,100,3.44,overcast clouds
449,Talaja,IN,21.35,72.05,78.89,86,87,12.17,overcast clouds
450,Kathu,TH,7.9178,98.3332,82.74,87,100,11.01,moderate rain
451,Sisimiut,GL,66.9395,-53.6735,47.05,65,100,1.7,overcast clouds
452,Marsh Harbour,BS,26.5412,-77.0636,84.24,71,91,8.34,overcast clouds
453,Bowen,AU,-20.0167,148.2333,54.82,52,0,12.75,clear sky
454,Kaoma,ZM,-14.7833,24.8,67.03,36,61,7.49,broken clouds
455,Channel-Port Aux Basques,CA,47.5702,-59.1367,66.72,92,100,10.76,overcast clouds
456,Craig,US,40.5153,-107.5464,87.75,16,0,4.61,clear sky
457,Svetlogorsk,BY,52.6333,29.7333,70.05,48,78,8.1,broken clouds
458,Porto Novo,BJ,6.4965,2.6036,76.82,83,81,6.6,broken clouds
459,La Palma,US,33.8464,-118.0467,98.91,67,40,9.22,scattered clouds
460,Domna,RU,51.8971,113.1573,42.96,93,16,6.71,few clouds
461,Milkovo,RU,54.7167,158.6167,58.15,71,81,16.73,broken clouds
462,Palmer,US,42.1584,-72.3287,87.17,54,75,8.05,broken clouds
463,Sabang,ID,5.8933,95.3214,80.87,80,99,16.17,overcast clouds
464,Marakkanam,IN,12.2,79.95,80.02,82,100,9.48,overcast clouds
465,Oudtshoorn,ZA,-33.5907,22.2014,69.6,27,3,6.55,clear sky
466,Marti,CU,22.9475,-80.9203,85.06,72,79,9.82,light rain
467,Tocopilla,CL,-22.092,-70.1979,66.06,63,20,9.69,few clouds
468,Vila Franca Do Campo,PT,37.7167,-25.4333,73.81,74,100,2.68,overcast clouds
469,Aswan,EG,24.0934,32.907,99.7,16,0,3.44,clear sky
470,Hualmay,PE,-11.0964,-77.6139,66.18,71,14,9.8,few clouds
471,Tuatapere,NZ,-46.1333,167.6833,36.95,79,95,3.13,overcast clouds
472,Rorvik,NO,64.8621,11.2373,60.78,77,13,2.3,few clouds
473,Nantucket,US,41.2835,-70.0995,82.51,74,0,13.8,clear sky
474,Nchelenge,ZM,-9.3451,28.734,76.44,47,96,5.64,overcast clouds
475,Seoul,KR,37.5683,126.9778,72.84,83,0,4.61,clear sky
476,Taoudenni,ML,22.6783,-3.9836,104.61,15,6,7.61,clear sky
477,Kudahuvadhoo,MV,2.6708,72.8944,81.09,74,100,7.81,overcast clouds
478,Bonavista,CA,48.6499,-53.1147,69.44,86,100,13.94,overcast clouds
479,Mount Pleasant,US,32.7941,-79.8626,87.13,77,20,3.0,light intensity drizzle
480,Kahramanmaras,TR,38.0,37.0,68.05,81,0,7.25,clear sky
481,Padang,ID,-0.9492,100.3543,75.58,87,68,4.27,light rain
482,Qena,EG,26.1615,32.7183,96.6,15,0,14.63,clear sky
483,Alice Springs,AU,-23.7,133.8833,33.35,60,0,2.3,clear sky
484,Alugan,PH,12.2188,125.4808,79.92,84,93,3.47,overcast clouds
485,Bairiki,KI,1.3292,172.9752,78.8,83,40,1.14,scattered clouds
486,Iquitos,PE,-3.7481,-73.2472,89.64,45,40,4.61,scattered clouds
487,Amapa,BR,1.0,-52.0,87.51,56,100,3.18,overcast clouds
488,Petauke,ZM,-14.2426,31.3253,65.8,48,4,10.38,clear sky
489,Amot,NO,59.5714,7.9877,52.75,93,100,3.67,overcast clouds
490,Matamoros,MX,25.5333,-103.25,82.51,51,75,0.0,broken clouds
491,Kavieng,PG,-2.5744,150.7967,80.08,80,77,6.8,broken clouds
492,Zonguldak,TR,41.25,31.8333,67.8,93,100,5.88,overcast clouds
493,Tucuman,AR,-26.8241,-65.2226,84.2,18,0,3.44,clear sky
494,Antalaha,MG,-14.9003,50.2788,66.07,88,83,8.48,light rain
495,Maceio,BR,-9.6658,-35.7353,80.04,61,20,10.36,few clouds
496,Lerwick,GB,60.1545,-1.1494,57.2,95,100,12.1,light rain
497,San Cristobal,VE,7.7669,-72.225,84.38,53,29,8.55,scattered clouds
498,Barra Do Garcas,BR,-15.89,-52.2567,93.78,20,0,9.22,clear sky
499,Koslan,RU,63.4564,48.8989,56.88,64,95,4.7,overcast clouds
500,Imeni Zhelyabova,RU,58.9544,36.5956,68.56,50,10,5.53,clear sky
501,Sala,MA,34.0389,-6.8166,74.08,78,75,4.61,broken clouds
502,Ban Nahin,LA,18.2418,104.2122,77.68,95,100,0.72,overcast clouds
503,Torbat-E Jam,IR,35.244,60.6225,66.78,17,0,15.77,clear sky
504,Yumen,CN,40.2833,97.2,68.86,43,84,9.15,broken clouds
505,Petrykiv,UA,49.5332,25.5809,70.3,39,7,8.77,clear sky
506,Tyukhtet,RU,56.5389,89.3011,53.92,94,100,4.38,overcast clouds
507,Raahe,FI,64.6833,24.4833,57.29,87,70,6.04,broken clouds
508,Dudinka,RU,69.4058,86.1778,49.62,83,94,5.95,overcast clouds
509,Clifton,US,40.8584,-74.1638,91.74,39,20,10.36,few clouds
510,Berdigestyakh,RU,62.0989,126.6992,41.43,96,77,8.7,broken clouds
511,Malumfashi,NG,11.7853,7.6218,71.29,88,99,7.87,overcast clouds
512,Los Llanos De Aridane,ES,28.6585,-17.9182,74.12,81,75,16.11,broken clouds
513,North Platte,US,41.1239,-100.7654,92.98,26,0,4.0,clear sky
514,Asau,RO,46.4333,26.4,70.72,52,91,6.04,light rain
515,Kesova Gora,RU,57.5836,37.2922,66.52,51,72,5.32,broken clouds
516,Coihaique,CL,-45.5752,-72.0662,49.95,53,75,4.61,broken clouds
517,Naples,IT,40.8333,14.25,79.75,69,59,3.44,broken clouds
518,Ixtapa,MX,20.7,-105.2,89.22,70,20,5.75,few clouds
519,Temir,KZ,49.1414,57.13,69.01,45,0,8.77,clear sky
520,Port-Gentil,GA,-0.7193,8.7815,78.76,78,75,6.91,broken clouds
521,Prince Rupert,CA,54.3161,-130.3201,68.09,82,0,5.75,clear sky
522,Tecpan,GT,14.7623,-90.9947,66.88,70,99,4.7,overcast clouds
523,Tautira,PF,-17.7333,-149.15,76.32,78,89,19.66,light rain
524,Lavrentiya,RU,65.5833,-171.0,41.25,95,100,5.55,overcast clouds
525,Taltal,CL,-25.4,-70.4833,61.39,71,24,5.1,few clouds
526,Sakaiminato,JP,35.55,133.2333,73.38,100,75,1.14,light intensity shower rain
527,San Rafael,AR,-34.6177,-68.3301,69.08,20,79,6.38,broken clouds
528,Indramayu,ID,-6.3264,108.32,77.67,76,99,10.29,overcast clouds
529,Berlevag,NO,70.8578,29.0864,51.6,76,0,5.75,clear sky
530,San Jose,US,37.3394,-121.895,88.59,51,0,9.22,clear sky
531,Avera,US,33.194,-82.5271,86.05,67,100,8.16,light rain
532,Marstal,DK,54.8562,10.5173,66.11,80,11,15.32,few clouds
533,Oum Hadjer,TD,13.2954,19.6966,77.83,77,100,3.0,overcast clouds
534,Duku,NG,11.2361,4.9073,73.44,88,100,3.65,overcast clouds
535,Bargteheide,DE,53.7333,10.2667,73.44,77,68,1.01,broken clouds
536,Santiago Do Cacem,PT,38.0169,-8.6948,63.03,90,0,14.36,clear sky
537,Bom Jesus,BR,-9.0744,-44.3586,93.67,22,86,8.61,overcast clouds
538,Silopi,TR,37.2497,42.4694,90.59,23,0,3.56,clear sky
539,Rizhao,CN,35.4275,119.4553,67.71,73,94,3.13,overcast clouds
540,Ptuj,SI,46.4201,15.8702,70.14,88,75,3.44,broken clouds
541,Port-Cartier,CA,50.0334,-66.8654,68.76,85,79,3.6,broken clouds
542,Roald,NO,62.5833,6.1333,72.52,60,75,8.05,light rain
543,Horta,PT,38.5333,-28.6333,74.84,78,40,0.0,scattered clouds
544,Cervo,ES,43.6702,-7.4101,68.97,96,90,5.99,overcast clouds
545,Aktas,KZ,49.7789,72.9608,42.55,52,0,7.76,clear sky
546,Namibe,AO,-15.1961,12.1522,64.22,82,100,6.89,overcast clouds
547,Broome,US,42.2506,-75.833,82.42,54,0,10.36,clear sky
548,Goicea,RO,43.9167,23.6167,76.91,70,38,5.21,scattered clouds
549,Kiama,AU,-34.6833,150.8667,51.58,72,11,11.99,light rain
550,Saint-Joseph,RE,-21.3667,55.6167,70.18,72,17,13.62,few clouds
551,Marienburg,PL,54.0359,19.0266,72.12,97,15,7.49,few clouds
552,Alekseyevsk,RU,57.8406,108.3492,41.02,98,74,2.71,broken clouds
553,Colon,PA,9.3592,-79.9014,88.11,62,99,10.0,overcast clouds
554,Sao Jose Da Tapera,BR,-9.5583,-37.3811,71.49,69,94,11.3,overcast clouds
555,Atbasar,KZ,51.8,68.3333,56.84,48,0,2.68,clear sky
556,Serebryansk,KZ,49.6925,83.2892,53.35,62,0,2.42,clear sky
557,Russell,US,32.3502,-85.1999,86.95,58,20,3.44,few clouds
558,Sioux Lookout,CA,50.1001,-91.917,68.07,64,75,2.3,broken clouds
559,Aranos,NA,-24.1333,19.1167,64.06,21,0,14.43,clear sky
560,Matanzas,CU,23.0411,-81.5775,81.36,83,75,13.8,broken clouds
561,Mareeba,AU,-17.0,145.4333,61.52,93,3,2.21,clear sky
562,Sept-Iles,CA,50.2001,-66.3821,69.06,78,40,9.22,scattered clouds
563,Batagay,RU,67.6333,134.6333,41.81,94,100,3.87,overcast clouds
564,Tapiramuta,BR,-11.8472,-40.7914,66.92,66,100,4.12,overcast clouds
565,Makakilo City,US,21.3469,-158.0858,82.72,66,0,9.22,clear sky
566,Ust-Kan,RU,50.9276,84.761,41.18,90,0,1.48,clear sky
567,Mount Isa,AU,-20.7333,139.5,51.57,28,0,12.66,clear sky
568,La Ronge,CA,55.1001,-105.2842,71.85,53,20,6.91,smoke
569,Abramovka,RU,51.1886,41.0202,75.83,36,52,10.29,broken clouds
570,Limon,CR,10.0,-83.0333,85.05,71,50,7.34,scattered clouds
571,Varfurile,RO,46.3167,22.5167,65.53,90,96,3.44,light rain
572,Ustye,RU,59.6304,39.736,68.92,60,86,4.7,overcast clouds
573,Pitimbu,BR,-7.4706,-34.8086,79.39,76,43,16.22,scattered clouds
574,Ila,NO,63.4305,10.3705,64.92,69,11,1.01,few clouds
575,Chateau-Gontier,FR,47.8333,-0.7,82.56,47,29,7.38,scattered clouds
576,Ambon,ID,-3.6954,128.1814,75.34,94,40,5.75,scattered clouds
577,Calvinia,ZA,-31.4707,19.776,58.8,46,0,5.26,clear sky
578,Arrifes,PT,37.7667,-25.7,71.85,68,75,3.44,broken clouds
579,Maningrida,AU,-12.0667,134.2667,64.13,55,0,14.7,clear sky
580,Cayenne,GF,4.9333,-52.3333,84.24,65,40,6.91,scattered clouds
581,Winnemucca,US,40.973,-117.7357,89.65,12,0,5.75,clear sky
582,Adjumani,UG,3.3779,31.7909,65.35,93,59,1.63,broken clouds
583,Marsaxlokk,MT,35.8419,14.5431,79.41,73,20,9.22,few clouds
584,College,US,64.8569,-147.8028,57.58,79,100,3.44,overcast clouds
585,Totness,SR,5.8833,-56.3167,74.79,91,100,3.58,overcast clouds
586,Sredniy Ikorets,RU,51.0675,39.7584,74.75,36,31,9.71,scattered clouds
587,Buala,SB,-8.145,159.5921,78.69,82,65,5.19,light rain
588,Mumford,GH,5.2618,-0.759,73.15,90,4,5.64,clear sky
589,Trairi,BR,-3.2778,-39.2689,79.93,73,68,12.84,broken clouds
590,Eagle Pass,US,28.7091,-100.4995,90.27,70,40,0.0,scattered clouds
591,Vardo,NO,70.3705,31.1107,51.78,82,0,14.97,clear sky
592,Mamlyutka,KZ,54.9375,68.5394,63.45,70,82,5.86,broken clouds
593,Fukue,JP,32.6881,128.8419,79.48,81,39,6.02,scattered clouds
594,Zemetchino,RU,53.4973,42.6163,70.59,40,0,8.05,clear sky
595,Restrepo,CO,3.822,-76.5224,84.54,73,45,7.14,scattered clouds
596,Maputo,MZ,-25.9653,32.5892,65.88,88,0,9.22,clear sky
597,Matay,EG,28.419,30.7792,91.65,22,0,11.36,clear sky
598,Tigzirt,DZ,36.8886,4.1198,78.08,69,0,9.73,clear sky
599,Shelton,US,41.3165,-73.0932,91.15,57,20,11.5,few clouds
600,Esmeraldas,BR,-19.7625,-44.3139,80.91,27,21,2.8,few clouds
601,Halifax,CA,44.6453,-63.5724,78.69,88,100,8.05,overcast clouds
602,Maraa,BR,-1.8333,-65.3667,77.74,76,98,3.04,light rain
603,Tevriz,RU,57.509,72.4042,59.59,87,18,5.12,few clouds
604,San Ramon,US,37.7799,-121.978,88.02,50,0,8.05,clear sky
605,Shilka,RU,51.85,116.0333,43.84,75,90,5.57,overcast clouds
606,Selenginsk,RU,52.0064,106.8647,48.61,97,100,7.9,light rain
607,Denpasar,ID,-8.65,115.2167,78.46,83,40,18.41,scattered clouds
608,Eureka,US,40.8021,-124.1637,85.68,84,68,4.0,broken clouds
609,Tilichiki,RU,60.4667,166.1,51.93,92,69,11.14,broken clouds
610,Yichang,CN,30.7144,111.2847,78.21,70,100,2.44,overcast clouds
611,Neyshabur,IR,36.2133,58.7958,65.75,17,0,5.26,clear sky
612,Matiguas,NI,12.8373,-85.4622,80.04,84,98,3.71,overcast clouds
613,Southbridge,US,42.0751,-72.0334,86.47,68,49,5.01,scattered clouds
614,Bunog,PH,9.1403,117.7817,78.46,86,100,4.92,overcast clouds
615,Ardatov,RU,55.2421,43.097,69.1,43,86,7.47,overcast clouds
616,Teguldet,RU,57.3064,88.1667,57.36,85,99,3.78,overcast clouds
617,Ust-Ilimsk,RU,58.0006,102.6619,45.41,99,92,2.3,overcast clouds
618,Loandjili,CG,-4.7561,11.8578,72.75,81,62,8.99,broken clouds
619,Svetlaya,RU,46.5389,138.3297,57.43,74,25,5.59,scattered clouds
620,Aksay,RU,47.26,39.87,83.25,18,0,14.0,clear sky
621,Santa Rosa,PH,14.3122,121.1114,78.78,94,100,3.62,overcast clouds
622,Oga,IT,46.4631,10.347,65.08,85,10,1.36,clear sky
623,Ostrovnoy,RU,68.0531,39.5131,46.47,88,100,2.95,overcast clouds
624,Saint Augustine,US,29.8947,-81.3145,91.04,72,100,10.0,overcast clouds
625,Half Moon Bay,US,37.4636,-122.4286,86.58,72,75,10.36,mist
626,Tura,IN,25.5198,90.2201,73.81,94,37,5.3,scattered clouds
627,Fuerte Olimpo,PY,-21.0415,-57.8738,94.01,20,73,6.17,broken clouds
628,Yamada,JP,39.4667,141.95,64.9,83,8,2.75,clear sky
629,Chulym,RU,55.0997,80.9572,54.28,86,9,3.36,clear sky
630,Erenhot,CN,43.6475,111.9767,59.05,50,0,3.53,clear sky
631,Ust-Kuyga,RU,70.0167,135.6,40.6,84,88,5.14,overcast clouds
632,Concepcion Del Uruguay,AR,-32.4825,-58.2372,79.25,60,4,1.01,clear sky
633,Krasnoselkup,RU,65.7,82.4667,55.51,96,39,11.83,scattered clouds
634,Sturgis,US,41.7992,-85.4192,84.0,50,0,0.0,clear sky
635,Kaeo,NZ,-35.1,173.7833,58.32,96,100,13.47,light rain
636,Roswell,US,34.0232,-84.3616,86.58,76,75,4.61,broken clouds
637,Bagotville,AU,-28.9833,153.4167,41.63,63,0,5.5,clear sky
638,Valparaiso,CL,-33.0393,-71.6273,64.63,68,75,9.22,haze
639,Changli,CN,39.7042,119.1506,65.07,91,100,6.62,overcast clouds
640,Den Helder,NL,52.9599,4.7593,73.96,90,100,8.99,overcast clouds
641,Bezhetsk,RU,57.7851,36.6965,66.43,49,93,6.06,overcast clouds
642,Skelleftea,SE,64.7507,20.9528,52.16,100,0,2.3,fog
643,Sorong,ID,-0.8833,131.25,77.92,84,100,3.27,overcast clouds
644,Heihe,CN,50.2441,127.4902,52.38,87,100,3.09,moderate rain
645,Cockburn Town,TC,21.4612,-71.1419,83.62,73,4,14.16,clear sky
646,Dunedin,NZ,-45.8742,170.5036,44.8,63,100,8.99,overcast clouds
647,Huilong,CN,31.8111,121.655,79.93,76,100,7.7,overcast clouds
648,Tekari,IN,24.9333,84.8333,82.62,80,62,2.98,broken clouds
649,Chamba,IN,32.5667,76.1333,75.06,83,78,2.1,broken clouds
650,Palasa,IN,18.7667,84.4167,80.53,82,100,2.71,overcast clouds
651,Ofaqim,IL,31.3141,34.6203,78.71,63,0,10.31,clear sky
652,Lircay,PE,-12.9896,-74.7205,61.97,25,0,7.61,clear sky
653,Zhanaozen,KZ,43.3,52.8,75.11,21,0,10.29,clear sky
654,Batemans Bay,AU,-35.7167,150.1833,52.11,72,95,5.03,overcast clouds
655,Villarrica,PY,-25.75,-56.4333,79.65,58,27,4.68,scattered clouds
656,Omboue,GA,-1.5746,9.2618,74.39,81,100,7.85,overcast clouds
657,Port Keats,AU,-14.25,129.55,61.92,23,77,15.32,broken clouds
658,Kieta,PG,-6.2167,155.6333,77.92,83,100,1.86,light rain
659,Launceston,AU,-41.45,147.1667,46.04,85,56,5.75,broken clouds
660,Taywarah,AF,33.35,64.4167,54.79,26,62,6.53,broken clouds
661,Reyes,BO,-14.3167,-67.3833,93.36,36,20,0.0,few clouds
662,Morehead,US,37.2711,-87.1764,85.75,52,40,3.44,scattered clouds
663,Puerto Escondido,MX,15.85,-97.0667,84.72,70,100,3.69,overcast clouds
664,Mookane,BW,-23.688,26.6595,60.94,34,0,3.76,clear sky
665,Havelock,US,34.8791,-76.9013,89.56,69,0,1.01,clear sky
666,Santa Marta,CO,11.2408,-74.199,91.45,62,20,6.91,few clouds
667,Belmonte,BR,-15.8631,-38.8828,73.94,68,15,6.6,few clouds
668,Hudiksvall,SE,61.729,17.1036,55.6,84,0,3.38,clear sky
669,Tromso,NO,69.6496,18.957,50.02,87,0,5.75,clear sky
670,Port Hawkesbury,CA,45.6169,-61.3485,76.91,85,100,8.05,overcast clouds
671,Hamilton,US,39.1834,-84.5333,86.95,48,40,3.0,scattered clouds
672,Jumla,NP,29.2747,82.1838,61.72,90,98,1.79,overcast clouds
673,Bantou,CN,26.2151,117.4893,77.7,84,36,2.77,scattered clouds
674,Honiara,SB,-9.4333,159.95,76.62,82,41,3.91,scattered clouds
675,Viedma,AR,-40.8135,-62.9967,58.59,38,99,6.85,overcast clouds
676,Innisfail,AU,-17.5333,146.0333,65.46,71,100,8.81,overcast clouds
677,Angren,UZ,41.0167,70.1436,64.81,26,56,0.6,broken clouds
678,Ketchikan,US,55.3422,-131.6461,70.27,68,0,12.66,clear sky
679,Naze,JP,28.3667,129.4833,81.52,86,100,10.94,overcast clouds
680,Grindavik,IS,63.8424,-22.4338,54.07,82,0,5.75,clear sky
681,Caxito,AO,-8.5785,13.6643,72.45,83,92,4.45,overcast clouds
682,Nurota,UZ,40.5614,65.6886,68.81,18,0,3.62,clear sky
683,Les Cayes,HT,18.2,-73.75,85.73,66,48,11.05,scattered clouds
684,Charters Towers,AU,-20.1,146.2667,44.89,44,0,11.21,clear sky
685,Kerava,FI,60.4034,25.105,65.59,85,75,9.22,broken clouds
686,Njombe,TZ,-9.3333,34.7667,49.82,85,3,5.3,clear sky
687,Edmundston,CA,47.3737,-68.3251,73.63,68,75,5.75,broken clouds
688,Panaba,MX,21.2833,-88.2667,88.9,54,94,12.28,overcast clouds
689,Sayula,MX,19.8667,-103.6167,77.0,66,24,3.0,few clouds
690,Saint Anthony,US,45.0205,-93.218,83.25,66,75,9.22,broken clouds
691,Tapah,MY,4.2004,101.2598,75.11,95,82,2.77,broken clouds
692,Yablochnyy,RU,47.1661,142.0661,61.14,90,23,6.17,few clouds
693,Grafton,US,42.207,-71.6856,86.36,61,0,10.36,clear sky
694,Imbituba,BR,-28.24,-48.6703,68.0,77,0,15.32,clear sky
695,The Valley,AI,18.217,-63.0578,87.66,66,20,16.11,few clouds
696,Ipanema,BR,-30.1391,-51.2244,80.02,50,0,3.44,clear sky
